"order_line","order_id","order_date","ship_date","ship_mode","customer_id","product_id","sales","quantity","discount","profit"
1297,"CA-2017-115427","2017-12-30","2018-01-03","Standard Class","EB-13975","OFF-BI-10002103","13.904",2,"0.2","4.5188"
1298,"CA-2017-115427","2017-12-30","2018-01-03","Standard Class","EB-13975","OFF-BI-10004632","20.72",2,"0.2","6.475"
646,"CA-2017-126221","2017-12-30","2018-01-05","Standard Class","CC-12430","OFF-AP-10002457","209.3",2,"0","56.511"
5092,"CA-2017-156720","2017-12-30","2018-01-03","Standard Class","JM-15580","OFF-FA-10003472","3.024",3,"0.2","-0.6048"
907,"CA-2017-143259","2017-12-30","2018-01-03","Standard Class","PO-18865","FUR-BO-10003441","323.136",4,"0.2","12.1176"
908,"CA-2017-143259","2017-12-30","2018-01-03","Standard Class","PO-18865","TEC-PH-10004774","90.93",7,"0","2.7279"
909,"CA-2017-143259","2017-12-30","2018-01-03","Standard Class","PO-18865","OFF-BI-10003684","52.776",3,"0.2","19.791"
7637,"US-2017-158526","2017-12-29","2018-01-01","Second Class","KH-16360","FUR-CH-10001270","258.75",3,"0","77.625"
7636,"US-2017-158526","2017-12-29","2018-01-01","Second Class","KH-16360","FUR-CH-10004495","300.98",1,"0","87.2842"
1878,"CA-2017-118885","2017-12-29","2018-01-02","Standard Class","JG-15160","FUR-CH-10002880","393.568",4,"0.2","-44.2764"
1879,"CA-2017-118885","2017-12-29","2018-01-02","Standard Class","JG-15160","TEC-PH-10002563","302.376",3,"0.2","22.6782"
4240,"CA-2017-158673","2017-12-29","2018-01-04","Standard Class","KB-16600","OFF-PA-10000994","209.7",2,"0","100.656"
5458,"CA-2017-130631","2017-12-29","2018-01-02","Standard Class","BS-11755","FUR-FU-10004093","68.46",2,"0","20.538"
7633,"US-2017-158526","2017-12-29","2018-01-01","Second Class","KH-16360","FUR-CH-10002602","1207.84",8,"0","314.0384"
5132,"CA-2017-146626","2017-12-29","2018-01-05","Standard Class","BP-11185","FUR-FU-10002501","101.12",8,"0","37.4144"
7634,"US-2017-158526","2017-12-29","2018-01-01","Second Class","KH-16360","OFF-BI-10002414","12.53",1,"0","5.8891"
5457,"CA-2017-130631","2017-12-29","2018-01-02","Standard Class","BS-11755","OFF-FA-10000089","19.6",5,"0","9.604"
2875,"US-2017-102638","2017-12-29","2017-12-31","First Class","MC-17845","OFF-FA-10002988","6.03",3,"0","2.9547"
7635,"US-2017-158526","2017-12-29","2018-01-01","Second Class","KH-16360","OFF-AR-10003696","34.58",1,"0","10.0282"
6822,"CA-2017-163860","2017-12-28","2018-01-01","Standard Class","LO-17170","FUR-FU-10001935","2.96",2,"0.6","-1.406"
6820,"CA-2017-163860","2017-12-28","2018-01-01","Standard Class","LO-17170","FUR-FU-10004586","7.968",3,"0.6","-2.3904"
2432,"CA-2017-129805","2017-12-28","2018-01-02","Standard Class","HM-14860","FUR-FU-10001935","7.4",2,"0","3.034"
574,"CA-2017-164826","2017-12-28","2018-01-04","Standard Class","JF-15415","TEC-PH-10000347","14.85",3,"0","4.0095"
955,"CA-2017-136539","2017-12-28","2018-01-01","Standard Class","GH-14665","FUR-BO-10004709","78.8528",2,"0.32","-11.596"
954,"CA-2017-136539","2017-12-28","2018-01-01","Standard Class","GH-14665","OFF-AR-10001958","27.168",2,"0.2","2.7168"
271,"CA-2017-163979","2017-12-28","2018-01-02","Second Class","KH-16690","OFF-ST-10003208","725.84",4,"0","210.4936"
7486,"CA-2017-135111","2017-12-28","2018-01-02","Standard Class","CS-12400","OFF-BI-10004040","25.9",5,"0","12.691"
6090,"US-2017-162068","2017-12-28","2017-12-31","Second Class","PC-18745","OFF-BI-10002813","1.188",2,"0.7","-0.99"
6821,"CA-2017-163860","2017-12-28","2018-01-01","Standard Class","LO-17170","FUR-CH-10004698","113.372",2,"0.3","-3.2392"
8098,"CA-2017-122798","2017-12-28","2018-01-01","Standard Class","SV-20935","OFF-ST-10003058","118.25",5,"0","34.2925"
573,"CA-2017-164826","2017-12-28","2018-01-04","Standard Class","JF-15415","OFF-BI-10001922","33.264",7,"0.2","11.2266"
6150,"CA-2017-101322","2017-12-28","2017-12-31","First Class","JG-15310","FUR-CH-10003968","340.704",6,"0.2","-34.0704"
6819,"CA-2017-163860","2017-12-28","2018-01-01","Standard Class","LO-17170","OFF-BI-10003784","1.68",5,"0.8","-2.688"
7485,"CA-2017-135111","2017-12-28","2018-01-02","Standard Class","CS-12400","OFF-AR-10004707","2.48",1,"0","0.868"
571,"CA-2017-164826","2017-12-28","2018-01-04","Standard Class","JF-15415","OFF-LA-10001297","72.45",7,"0","34.776"
8099,"CA-2017-122798","2017-12-28","2018-01-01","Standard Class","SV-20935","OFF-PA-10004239","4.28",1,"0","1.926"
572,"CA-2017-164826","2017-12-28","2018-01-04","Standard Class","JF-15415","OFF-FA-10000585","13.96",4,"0","6.4216"
4288,"CA-2017-127516","2017-12-28","2018-01-03","Standard Class","EH-14005","OFF-ST-10000736","64.784",1,"0.2","-12.9568"
2571,"CA-2017-134404","2017-12-27","2017-12-27","Same Day","DR-12880","OFF-AR-10004441","13.248",4,"0.2","3.6432"
2570,"CA-2017-134404","2017-12-27","2017-12-27","Same Day","DR-12880","TEC-PH-10000576","164.388",2,"0.4","-35.6174"
5475,"CA-2017-121741","2017-12-26","2017-12-26","Same Day","YC-21895","OFF-ST-10004459","750.68",2,"0","37.534"
3786,"CA-2017-112487","2017-12-26","2017-12-30","Standard Class","TC-21535","OFF-BI-10000494","3.132",2,"0.7","-2.61"
8159,"CA-2017-136238","2017-12-26","2018-01-01","Standard Class","KB-16240","OFF-PA-10004285","16.032",3,"0.2","5.6112"
1009,"US-2017-106705","2017-12-26","2018-01-01","Standard Class","PO-18850","OFF-PA-10001509","44.75",5,"0","20.585"
2003,"CA-2017-163510","2017-12-25","2017-12-28","Second Class","JW-15955","OFF-ST-10000563","95.94",3,"0","9.594"
9377,"CA-2017-108756","2017-12-25","2017-12-29","Standard Class","PO-18865","TEC-AC-10003237","31.8",3,"0","13.674"
7944,"CA-2017-134194","2017-12-25","2018-01-01","Standard Class","GA-14725","OFF-SU-10000946","44.688",7,"0.2","5.0274"
2424,"US-2017-147669","2017-12-25","2017-12-30","Standard Class","SV-20935","TEC-AC-10002473","158.928",7,"0.2","41.7186"
2425,"US-2017-147669","2017-12-25","2017-12-30","Standard Class","SV-20935","OFF-BI-10000632","13.023",1,"0.7","-10.4184"
2426,"US-2017-147669","2017-12-25","2017-12-30","Standard Class","SV-20935","FUR-TA-10002645","273.06",2,"0.4","-104.673"
2427,"US-2017-147669","2017-12-25","2017-12-30","Standard Class","SV-20935","OFF-FA-10002975","39.312",13,"0.2","12.7764"
7947,"CA-2017-134194","2017-12-25","2018-01-01","Standard Class","GA-14725","OFF-BI-10001116","3.168",3,"0.8","-5.0688"
689,"CA-2017-161480","2017-12-25","2017-12-29","Standard Class","RA-19285","FUR-BO-10004015","191.984",2,"0.2","4.7996"
8957,"CA-2017-105620","2017-12-25","2017-12-28","First Class","JH-15430","FUR-FU-10004963","21",3,"0.2","5.775"
6807,"CA-2017-162880","2017-12-25","2017-12-29","Standard Class","GD-14590","OFF-BI-10003314","3.856",1,"0.2","1.3978"
4925,"CA-2017-114055","2017-12-25","2017-12-29","Second Class","MH-18115","TEC-PH-10002890","90.48",2,"0","23.5248"
4924,"CA-2017-114055","2017-12-25","2017-12-29","Second Class","MH-18115","OFF-PA-10000994","629.1",6,"0","301.968"
4923,"CA-2017-114055","2017-12-25","2017-12-29","Second Class","MH-18115","OFF-FA-10003059","3.62",2,"0","1.1946"
4922,"CA-2017-114055","2017-12-25","2017-12-29","Second Class","MH-18115","OFF-PA-10004381","96.08",2,"0","46.1184"
8958,"CA-2017-105620","2017-12-25","2017-12-28","First Class","JH-15430","TEC-MA-10004626","120",2,"0.5","-7.2"
111,"CA-2017-146780","2017-12-25","2017-12-30","Standard Class","CV-12805","FUR-FU-10001934","41.96",2,"0","10.9096"
7945,"CA-2017-134194","2017-12-25","2018-01-01","Standard Class","GA-14725","OFF-AR-10001615","31.744",2,"0.2","2.3808"
7946,"CA-2017-134194","2017-12-25","2018-01-01","Standard Class","GA-14725","OFF-BI-10001597","40.98",5,"0.8","-65.568"
7943,"CA-2017-134194","2017-12-25","2018-01-01","Standard Class","GA-14725","OFF-BI-10003684","39.582",9,"0.8","-59.373"
6075,"CA-2017-121398","2017-12-25","2017-12-29","Standard Class","FH-14365","OFF-BI-10001718","153.552",3,"0.2","51.8238"
6076,"CA-2017-121398","2017-12-25","2017-12-29","Standard Class","FH-14365","OFF-ST-10002756","270.62",2,"0","2.7062"
2004,"CA-2017-163510","2017-12-25","2017-12-28","Second Class","JW-15955","FUR-CH-10001146","304.45",5,"0","76.1125"
7608,"CA-2017-121195","2017-12-24","2017-12-27","First Class","NS-18505","OFF-ST-10000585","264.32",2,"0.2","19.824"
4621,"CA-2017-145219","2017-12-24","2017-12-25","First Class","RM-19675","OFF-BI-10001670","90.48",3,"0.2","33.93"
4620,"CA-2017-145219","2017-12-24","2017-12-25","First Class","RM-19675","TEC-CO-10001449","2879.952",6,"0.2","1007.9832"
4031,"CA-2017-124296","2017-12-24","2017-12-28","Standard Class","CS-12355","FUR-CH-10002439","232.88",4,"0","60.5488"
4030,"CA-2017-124296","2017-12-24","2017-12-28","Standard Class","CS-12355","TEC-MA-10003183","479.97",3,"0","239.985"
3701,"CA-2017-169411","2017-12-24","2017-12-29","Standard Class","AC-10615","FUR-FU-10001602","37.93",1,"0","6.8274"
3316,"CA-2017-169978","2017-12-24","2017-12-28","Standard Class","HG-15025","OFF-BI-10001900","14.376",3,"0.2","4.8519"
3315,"CA-2017-169978","2017-12-24","2017-12-28","Standard Class","HG-15025","FUR-CH-10002602","271.764",2,"0.1","48.3136"
2482,"CA-2017-147956","2017-12-24","2017-12-31","Standard Class","AH-10210","OFF-ST-10001097","1003.62",6,"0","0"
8948,"CA-2017-148355","2017-12-24","2017-12-28","Standard Class","NC-18535","OFF-BI-10000201","12.3",5,"0","6.15"
8947,"CA-2017-148355","2017-12-24","2017-12-28","Standard Class","NC-18535","OFF-PA-10001972","19.44",3,"0","9.3312"
8856,"CA-2017-163671","2017-12-24","2017-12-30","Standard Class","DP-13105","OFF-BI-10001679","21.312",3,"0.2","7.992"
1507,"CA-2017-154935","2017-12-24","2017-12-29","Standard Class","AR-10540","OFF-BI-10003708","17.88",3,"0.2","5.5875"
405,"CA-2017-117933","2017-12-24","2017-12-29","Standard Class","RF-19840","OFF-AP-10004249","35.91",3,"0","9.6957"
